demo-isolation	0
lesson-workflow	0
consented-redacted-evidence	0
offline-demo-reload	0
json-export	0
paid-team-checkout	0
license-restore	0
team-roster-history	0
privacy-boundaries	0
permanent-lesson-deletion	0
vscode-companion-download	1
original-artwork	0
vscode-companion-download-rerun	0
